cell,shape_class,n_per_arm,delta,power
phase1_empirical / Δ=8pp,Direct Δ target,5650,-0.08087227786666662,1
phase1_empirical / Δ=8pp,Direct Δ target,5700,-0.08087227786666662,1
phase1_empirical / Δ=8pp,Direct Δ target,5750,-0.08087227786666662,1
phase1_empirical / Δ=8pp,Direct Δ target,5800,-0.08087227786666662,1
phase1_empirical / Δ=8pp,Direct Δ target,5850,-0.08087227786666662,1
phase1_empirical / Δ=8pp,Direct Δ target,5900,-0.08087227786666662,1
phase1_empirical / Δ=8pp,Direct Δ target,5950,-0.08087227786666662,1
phase1_empirical / Δ=8pp,Direct Δ target,6000,-0.08087227786666662,1
uniform_K4 / Δ=10pp,Direct Δ target,50,-0.10049210760000005,0.9609959678398178
uniform_K4 / Δ=10pp,Direct Δ target,100,-0.10049210760000005,0.9995237616578229
uniform_K4 / Δ=10pp,Direct Δ target,150,-0.10049210760000005,0.9999963933339183
uniform_K4 / Δ=10pp,Direct Δ target,200,-0.10049210760000005,0.9999999792901157
uniform_K4 / Δ=10pp,Direct Δ target,250,-0.10049210760000005,0.9999999999013391
uniform_K4 / Δ=10pp,Direct Δ target,300,-0.10049210760000005,0.9999999999995902
uniform_K4 / Δ=10pp,Direct Δ target,350,-0.10049210760000005,0.9999999999999984
uniform_K4 / Δ=10pp,Direct Δ target,400,-0.10049210760000005,1
uniform_K4 / Δ=10pp,Direct Δ target,450,-0.10049210760000005,1
uniform_K4 / Δ=10pp,Direct Δ target,500,-0.10049210760000005,1
uniform_K4 / Δ=10pp,Direct Δ target,550,-0.10049210760000005,1
uniform_K4 / Δ=10pp,Direct Δ target,600,-0.10049210760000005,1
uniform_K4 / Δ=10pp,Direct Δ target,650,-0.10049210760000005,1
uniform_K4 / Δ=10pp,Direct Δ target,700,-0.10049210760000005,1
uniform_K4 / Δ=10pp,Direct Δ target,750,-0.10049210760000005,1
uniform_K4 / Δ=10pp,Direct Δ target,800,-0.10049210760000005,1
uniform_K4 / Δ=10pp,Direct Δ target,850,-0.10049210760000005,1
uniform_K4 / Δ=10pp,Direct Δ target,900,-0.10049210760000005,1
uniform_K4 / Δ=10pp,Direct Δ target,950,-0.10049210760000005,1
uniform_K4 / Δ=10pp,Direct Δ target,1000,-0.10049210760000005,1
uniform_K4 / Δ=10pp,Direct Δ target,1050,-0.10049210760000005,1
uniform_K4 / Δ=10pp,Direct Δ target,1100,-0.10049210760000005,1
uniform_K4 / Δ=10pp,Direct Δ target,1150,-0.10049210760000005,1
uniform_K4 / Δ=10pp,Direct Δ target,1200,-0.10049210760000005,1
uniform_K4 / Δ=10pp,Direct Δ target,1250,-0.10049210760000005,1
uniform_K4 / Δ=10pp,Direct Δ target,1300,-0.10049210760000005,1
uniform_K4 / Δ=10pp,Direct Δ target,1350,-0.10049210760000005,1
uniform_K4 / Δ=10pp,Direct Δ target,1400,-0.10049210760000005,1
uniform_K4 / Δ=10pp,Direct Δ target,1450,-0.10049210760000005,1
uniform_K4 / Δ=10pp,Direct Δ target,1500,-0.10049210760000005,1
uniform_K4 / Δ=10pp,Direct Δ target,1550,-0.10049210760000005,1
uniform_K4 / Δ=10pp,Direct Δ target,1600,-0.10049210760000005,1
uniform_K4 / Δ=10pp,Direct Δ target,1650,-0.10049210760000005,1
uniform_K4 / Δ=10pp,Direct Δ target,1700,-0.10049210760000005,1
uniform_K4 / Δ=10pp,Direct Δ target,1750,-0.10049210760000005,1
uniform_K4 / Δ=10pp,Direct Δ target,1800,-0.10049210760000005,1
uniform_K4 / Δ=10pp,Direct Δ target,1850,-0.10049210760000005,1
uniform_K4 / Δ=10pp,Direct Δ target,1900,-0.10049210760000005,1
uniform_K4 / Δ=10pp,Direct Δ target,1950,-0.10049210760000005,1
uniform_K4 / Δ=10pp,Direct Δ target,2000,-0.10049210760000005,1
uniform_K4 / Δ=10pp,Direct Δ target,2050,-0.10049210760000005,1
uniform_K4 / Δ=10pp,Direct Δ target,2100,-0.10049210760000005,1
uniform_K4 / Δ=10pp,Direct Δ target,2150,-0.10049210760000005,1
uniform_K4 / Δ=10pp,Direct Δ target,2200,-0.10049210760000005,1
uniform_K4 / Δ=10pp,Direct Δ target,2250,-0.10049210760000005,1
uniform_K4 / Δ=10pp,Direct Δ target,2300,-0.10049210760000005,1
uniform_K4 / Δ=10pp,Direct Δ target,2350,-0.10049210760000005,1
uniform_K4 / Δ=10pp,Direct Δ target,2400,-0.10049210760000005,1
uniform_K4 / Δ=10pp,Direct Δ target,2450,-0.10049210760000005,1
uniform_K4 / Δ=10pp,Direct Δ target,2500,-0.10049210760000005,1
uniform_K4 / Δ=10pp,Direct Δ target,2550,-0.10049210760000005,1
uniform_K4 / Δ=10pp,Direct Δ target,2600,-0.10049210760000005,1
uniform_K4 / Δ=10pp,Direct Δ target,2650,-0.10049210760000005,1
uniform_K4 / Δ=10pp,Direct Δ target,2700,-0.10049210760000005,1
uniform_K4 / Δ=10pp,Direct Δ target,2750,-0.10049210760000005,1
uniform_K4 / Δ=10pp,Direct Δ target,2800,-0.10049210760000005,1
uniform_K4 / Δ=10pp,Direct Δ target,2850,-0.10049210760000005,1
uniform_K4 / Δ=10pp,Direct Δ target,2900,-0.10049210760000005,1
uniform_K4 / Δ=10pp,Direct Δ target,2950,-0.10049210760000005,1
uniform_K4 / Δ=10pp,Direct Δ target,3000,-0.10049210760000005,1
uniform_K4 / Δ=10pp,Direct Δ target,3050,-0.10049210760000005,1
uniform_K4 / Δ=10pp,Direct Δ target,3100,-0.10049210760000005,1
uniform_K4 / Δ=10pp,Direct Δ target,3150,-0.10049210760000005,1
uniform_K4 / Δ=10pp,Direct Δ target,3200,-0.10049210760000005,1
uniform_K4 / Δ=10pp,Direct Δ target,3250,-0.10049210760000005,1
uniform_K4 / Δ=10pp,Direct Δ target,3300,-0.10049210760000005,1
uniform_K4 / Δ=10pp,Direct Δ target,3350,-0.10049210760000005,1
uniform_K4 / Δ=10pp,Direct Δ target,3400,-0.10049210760000005,1
uniform_K4 / Δ=10pp,Direct Δ target,3450,-0.10049210760000005,1
uniform_K4 / Δ=10pp,Direct Δ target,3500,-0.10049210760000005,1
uniform_K4 / Δ=10pp,Direct Δ target,3550,-0.10049210760000005,1
uniform_K4 / Δ=10pp,Direct Δ target,3600,-0.10049210760000005,1
uniform_K4 / Δ=10pp,Direct Δ target,3650,-0.10049210760000005,1
uniform_K4 / Δ=10pp,Direct Δ target,3700,-0.10049210760000005,1
uniform_K4 / Δ=10pp,Direct Δ target,3750,-0.10049210760000005,1
uniform_K4 / Δ=10pp,Direct Δ target,3800,-0.10049210760000005,1
uniform_K4 / Δ=10pp,Direct Δ target,3850,-0.10049210760000005,1
uniform_K4 / Δ=10pp,Direct Δ target,3900,-0.10049210760000005,1
uniform_K4 / Δ=10pp,Direct Δ target,3950,-0.10049210760000005,1
uniform_K4 / Δ=10pp,Direct Δ target,4000,-0.10049210760000005,1
uniform_K4 / Δ=10pp,Direct Δ target,4050,-0.10049210760000005,1
uniform_K4 / Δ=10pp,Direct Δ target,4100,-0.10049210760000005,1
uniform_K4 / Δ=10pp,Direct Δ target,4150,-0.10049210760000005,1
uniform_K4 / Δ=10pp,Direct Δ target,4200,-0.10049210760000005,1
uniform_K4 / Δ=10pp,Direct Δ target,4250,-0.10049210760000005,1
uniform_K4 / Δ=10pp,Direct Δ target,4300,-0.10049210760000005,1
uniform_K4 / Δ=10pp,Direct Δ target,4350,-0.10049210760000005,1
uniform_K4 / Δ=10pp,Direct Δ target,4400,-0.10049210760000005,1
uniform_K4 / Δ=10pp,Direct Δ target,4450,-0.10049210760000005,1
uniform_K4 / Δ=10pp,Direct Δ target,4500,-0.10049210760000005,1
uniform_K4 / Δ=10pp,Direct Δ target,4550,-0.10049210760000005,1
uniform_K4 / Δ=10pp,Direct Δ target,4600,-0.10049210760000005,1
uniform_K4 / Δ=10pp,Direct Δ target,4650,-0.10049210760000005,1
uniform_K4 / Δ=10pp,Direct Δ target,4700,-0.10049210760000005,1
uniform_K4 / Δ=10pp,Direct Δ target,4750,-0.10049210760000005,1
uniform_K4 / Δ=10pp,Direct Δ target,4800,-0.10049210760000005,1
uniform_K4 / Δ=10pp,Direct Δ target,4850,-0.10049210760000005,1
uniform_K4 / Δ=10pp,Direct Δ target,4900,-0.10049210760000005,1
uniform_K4 / Δ=10pp,Direct Δ target,4950,-0.10049210760000005,1
uniform_K4 / Δ=10pp,Direct Δ target,5000,-0.10049210760000005,1
uniform_K4 / Δ=10pp,Direct Δ target,5050,-0.10049210760000005,1
uniform_K4 / Δ=10pp,Direct Δ target,5100,-0.10049210760000005,1
uniform_K4 / Δ=10pp,Direct Δ target,5150,-0.10049210760000005,1
uniform_K4 / Δ=10pp,Direct Δ target,5200,-0.10049210760000005,1
uniform_K4 / Δ=10pp,Direct Δ target,5250,-0.10049210760000005,1
uniform_K4 / Δ=10pp,Direct Δ target,5300,-0.10049210760000005,1
uniform_K4 / Δ=10pp,Direct Δ target,5350,-0.10049210760000005,1
uniform_K4 / Δ=10pp,Direct Δ target,5400,-0.10049210760000005,1
uniform_K4 / Δ=10pp,Direct Δ target,5450,-0.10049210760000005,1
uniform_K4 / Δ=10pp,Direct Δ target,5500,-0.10049210760000005,1
uniform_K4 / Δ=10pp,Direct Δ target,5550,-0.10049210760000005,1
uniform_K4 / Δ=10pp,Direct Δ target,5600,-0.10049210760000005,1
uniform_K4 / Δ=10pp,Direct Δ target,5650,-0.10049210760000005,1
uniform_K4 / Δ=10pp,Direct Δ target,5700,-0.10049210760000005,1
uniform_K4 / Δ=10pp,Direct Δ target,5750,-0.10049210760000005,1
uniform_K4 / Δ=10pp,Direct Δ target,5800,-0.10049210760000005,1
uniform_K4 / Δ=10pp,Direct Δ target,5850,-0.10049210760000005,1
uniform_K4 / Δ=10pp,Direct Δ target,5900,-0.10049210760000005,1
uniform_K4 / Δ=10pp,Direct Δ target,5950,-0.10049210760000005,1
uniform_K4 / Δ=10pp,Direct Δ target,6000,-0.10049210760000005,1
phase1_empirical / Δ=10pp,Direct Δ target,50,-0.09926728999999995,0.6702834803338449
phase1_empirical / Δ=10pp,Direct Δ target,100,-0.09926728999999995,0.9243645716021189
phase1_empirical / Δ=10pp,Direct Δ target,150,-0.09926728999999995,0.9860279479346612
phase1_empirical / Δ=10pp,Direct Δ target,200,-0.09926728999999995,0.9977536418477502
phase1_empirical / Δ=10pp,Direct Δ target,250,-0.09926728999999995,0.9996728375424329
phase1_empirical / Δ=10pp,Direct Δ target,300,-0.09926728999999995,0.9999557960679183
phase1_empirical / Δ=10pp,Direct Δ target,350,-0.09926728999999995,0.9999943724200776
phase1_empirical / Δ=10pp,Direct Δ target,400,-0.09926728999999995,0.9999993175999774
phase1_empirical / Δ=10pp,Direct Δ target,450,-0.09926728999999995,0.9999999205611464
phase1_empirical / Δ=10pp,Direct Δ target,500,-0.09926728999999995,0.9999999910692626
phase1_empirical / Δ=10pp,Direct Δ target,550,-0.09926728999999995,0.9999999990258832
phase1_empirical / Δ=10pp,Direct Δ target,600,-0.09926728999999995,0.9999999998965328
phase1_empirical / Δ=10pp,Direct Δ target,650,-0.09926728999999995,0.999999999989266
phase1_empirical / Δ=10pp,Direct Δ target,700,-0.09926728999999995,0.99999999999890965
phase1_empirical / Δ=10pp,Direct Δ target,750,-0.09926728999999995,0.9999999999998913
phase1_empirical / Δ=10pp,Direct Δ target,800,-0.09926728999999995,0.9999999999999893
phase1_empirical / Δ=10pp,Direct Δ target,850,-0.09926728999999995,0.999999999999999
phase1_empirical / Δ=10pp,Direct Δ target,900,-0.09926728999999995,0.9999999999999999
phase1_empirical / Δ=10pp,Direct Δ target,950,-0.09926728999999995,1
phase1_empirical / Δ=10pp,Direct Δ target,1000,-0.09926728999999995,1
phase1_empirical / Δ=10pp,Direct Δ target,1050,-0.09926728999999995,1
phase1_empirical / Δ=10pp,Direct Δ target,1100,-0.09926728999999995,1
phase1_empirical / Δ=10pp,Direct Δ target,1150,-0.09926728999999995,1
phase1_empirical / Δ=10pp,Direct Δ target,1200,-0.09926728999999995,1
phase1_empirical / Δ=10pp,Direct Δ target,1250,-0.09926728999999995,1
phase1_empirical / Δ=10pp,Direct Δ target,1300,-0.09926728999999995,1
phase1_empirical / Δ=10pp,Direct Δ target,1350,-0.09926728999999995,1
phase1_empirical / Δ=10pp,Direct Δ target,1400,-0.09926728999999995,1
phase1_empirical / Δ=10pp,Direct Δ target,1450,-0.09926728999999995,1
phase1_empirical / Δ=10pp,Direct Δ target,1500,-0.09926728999999995,1
phase1_empirical / Δ=10pp,Direct Δ target,1550,-0.09926728999999995,1
phase1_empirical / Δ=10pp,Direct Δ target,1600,-0.09926728999999995,1
phase1_empirical / Δ=10pp,Direct Δ target,1650,-0.09926728999999995,1
phase1_empirical / Δ=10pp,Direct Δ target,1700,-0.09926728999999995,1
phase1_empirical / Δ=10pp,Direct Δ target,1750,-0.09926728999999995,1
phase1_empirical / Δ=10pp,Direct Δ target,1800,-0.09926728999999995,1
phase1_empirical / Δ=10pp,Direct Δ target,1850,-0.09926728999999995,1
phase1_empirical / Δ=10pp,Direct Δ target,1900,-0.09926728999999995,1
phase1_empirical / Δ=10pp,Direct Δ target,1950,-0.09926728999999995,1
phase1_empirical / Δ=10pp,Direct Δ target,2000,-0.09926728999999995,1
phase1_empirical / Δ=10pp,Direct Δ target,2050,-0.09926728999999995,1
phase1_empirical / Δ=10pp,Direct Δ target,2100,-0.09926728999999995,1
phase1_empirical / Δ=10pp,Direct Δ target,2150,-0.09926728999999995,1
phase1_empirical / Δ=10pp,Direct Δ target,2200,-0.09926728999999995,1
phase1_empirical / Δ=10pp,Direct Δ target,2250,-0.09926728999999995,1
phase1_empirical / Δ=10pp,Direct Δ target,2300,-0.09926728999999995,1
phase1_empirical / Δ=10pp,Direct Δ target,2350,-0.09926728999999995,1
phase1_empirical / Δ=10pp,Direct Δ target,2400,-0.09926728999999995,1
phase1_empirical / Δ=10pp,Direct Δ target,2450,-0.09926728999999995,1
phase1_empirical / Δ=10pp,Direct Δ target,2500,-0.09926728999999995,1
phase1_empirical / Δ=10pp,Direct Δ target,2550,-0.09926728999999995,1
phase1_empirical / Δ=10pp,Direct Δ target,2600,-0.09926728999999995,1
phase1_empirical / Δ=10pp,Direct Δ target,2650,-0.09926728999999995,1
phase1_empirical / Δ=10pp,Direct Δ target,2700,-0.09926728999999995,1
phase1_empirical / Δ=10pp,Direct Δ target,2750,-0.09926728999999995,1
phase1_empirical / Δ=10pp,Direct Δ target,2800,-0.09926728999999995,1
phase1_empirical / Δ=10pp,Direct Δ target,2850,-0.09926728999999995,1
phase1_empirical / Δ=10pp,Direct Δ target,2900,-0.09926728999999995,1
phase1_empirical / Δ=10pp,Direct Δ target,2950,-0.09926728999999995,1
phase1_empirical / Δ=10pp,Direct Δ target,3000,-0.09926728999999995,1
phase1_empirical / Δ=10pp,Direct Δ target,3050,-0.09926728999999995,1
phase1_empirical / Δ=10pp,Direct Δ target,3100,-0.09926728999999995,1
phase1_empirical / Δ=10pp,Direct Δ target,3150,-0.09926728999999995,1
phase1_empirical / Δ=10pp,Direct Δ target,3200,-0.09926728999999995,1
phase1_empirical / Δ=10pp,Direct Δ target,3250,-0.09926728999999995,1
phase1_empirical / Δ=10pp,Direct Δ target,3300,-0.09926728999999995,1
phase1_empirical / Δ=10pp,Direct Δ target,3350,-0.09926728999999995,1
phase1_empirical / Δ=10pp,Direct Δ target,3400,-0.09926728999999995,1
phase1_empirical / Δ=10pp,Direct Δ target,3450,-0.09926728999999995,1
phase1_empirical / Δ=10pp,Direct Δ target,3500,-0.09926728999999995,1
phase1_empirical / Δ=10pp,Direct Δ target,3550,-0.09926728999999995,1
phase1_empirical / Δ=10pp,Direct Δ target,3600,-0.09926728999999995,1
phase1_empirical / Δ=10pp,Direct Δ target,3650,-0.09926728999999995,1
phase1_empirical / Δ=10pp,Direct Δ target,3700,-0.09926728999999995,1
phase1_empirical / Δ=10pp,Direct Δ target,3750,-0.09926728999999995,1
phase1_empirical / Δ=10pp,Direct Δ target,3800,-0.09926728999999995,1
phase1_empirical / Δ=10pp,Direct Δ target,3850,-0.09926728999999995,1
phase1_empirical / Δ=10pp,Direct Δ target,3900,-0.09926728999999995,1
phase1_empirical / Δ=10pp,Direct Δ target,3950,-0.09926728999999995,1
phase1_empirical / Δ=10pp,Direct Δ target,4000,-0.09926728999999995,1
phase1_empirical / Δ=10pp,Direct Δ target,4050,-0.09926728999999995,1
phase1_empirical / Δ=10pp,Direct Δ target,4100,-0.09926728999999995,1
phase1_empirical / Δ=10pp,Direct Δ target,4150,-0.09926728999999995,1
phase1_empirical / Δ=10pp,Direct Δ target,4200,-0.09926728999999995,1
phase1_empirical / Δ=10pp,Direct Δ target,4250,-0.09926728999999995,1
phase1_empirical / Δ=10pp,Direct Δ target,4300,-0.09926728999999995,1
phase1_empirical / Δ=10pp,Direct Δ target,4350,-0.09926728999999995,1
phase1_empirical / Δ=10pp,Direct Δ target,4400,-0.09926728999999995,1
phase1_empirical / Δ=10pp,Direct Δ target,4450,-0.09926728999999995,1
phase1_empirical / Δ=10pp,Direct Δ target,4500,-0.09926728999999995,1
phase1_empirical / Δ=10pp,Direct Δ target,4550,-0.09926728999999995,1
phase1_empirical / Δ=10pp,Direct Δ target,4600,-0.09926728999999995,1
phase1_empirical / Δ=10pp,Direct Δ target,4650,-0.09926728999999995,1
phase1_empirical / Δ=10pp,Direct Δ target,4700,-0.09926728999999995,1
phase1_empirical / Δ=10pp,Direct Δ target,4750,-0.09926728999999995,1
phase1_empirical / Δ=10pp,Direct Δ target,4800,-0.09926728999999995,1
phase1_empirical / Δ=10pp,Direct Δ target,4850,-0.09926728999999995,1
phase1_empirical / Δ=10pp,Direct Δ target,4900,-0.09926728999999995,1
phase1_empirical / Δ=10pp,Direct Δ target,4950,-0.09926728999999995,1
phase1_empirical / Δ=10pp,Direct Δ target,5000,-0.09926728999999995,1
phase1_empirical / Δ=10pp,Direct Δ target,5050,-0.09926728999999995,1
phase1_empirical / Δ=10pp,Direct Δ target,5100,-0.09926728999999995,1
phase1_empirical / Δ=10pp,Direct Δ target,5150,-0.09926728999999995,1
phase1_empirical / Δ=10pp,Direct Δ target,5200,-0.09926728999999995,1
phase1_empirical / Δ=10pp,Direct Δ target,5250,-0.09926728999999995,1
phase1_empirical / Δ=10pp,Direct Δ target,5300,-0.09926728999999995,1
phase1_empirical / Δ=10pp,Direct Δ target,5350,-0.09926728999999995,1
phase1_empirical / Δ=10pp,Direct Δ target,5400,-0.09926728999999995,1
phase1_empirical / Δ=10pp,Direct Δ target,5450,-0.09926728999999995,1
phase1_empirical / Δ=10pp,Direct Δ target,5500,-0.09926728999999995,1
phase1_empirical / Δ=10pp,Direct Δ target,5550,-0.09926728999999995,1
phase1_empirical / Δ=10pp,Direct Δ target,5600,-0.09926728999999995,1
phase1_empirical / Δ=10pp,Direct Δ target,5650,-0.09926728999999995,1
phase1_empirical / Δ=10pp,Direct Δ target,5700,-0.09926728999999995,1
phase1_empirical / Δ=10pp,Direct Δ target,5750,-0.09926728999999995,1
phase1_empirical / Δ=10pp,Direct Δ target,5800,-0.09926728999999995,1
phase1_empirical / Δ=10pp,Direct Δ target,5850,-0.09926728999999995,1
phase1_empirical / Δ=10pp,Direct Δ target,5900,-0.09926728999999995,1
phase1_empirical / Δ=10pp,Direct Δ target,5950,-0.09926728999999995,1
phase1_empirical / Δ=10pp,Direct Δ target,6000,-0.09926728999999995,1
